RecordNo,Author,Year,LatinName,CommonName,Class,StudyPop,GroupID_global,GroupID_fitness_component,Origin,Sex,Age,FitnessProxy,FitnessDetails,FitnessMeasured,Behaviour,BehavCoding,BehavDetails,LevelBehav,LevelFit,Level_GroupID,NInd,Nobs,Analysis,df,dfeff,r_direct,r_method,sign,SignReversed,r,Zr,F,U,chi2,t,z,p,r2,CohenD,estimate,L95CI,U95CI,se,sd,OR,HR,a,Source,SuppMat/Data,Checked,Conditions,Comments,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,79a,79a,f,m,a,survival,Length of residency (number of months between first and last capture),nat,boldness,continuous,number of times captured in a season,among,phenotypic,3,26,54,MCMC glmm,,,1,moiron,pos,1,,0.289,,,,,,,,,,,,-0.175,,,,,Moiron et al,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,79a,79a,f,m,a,survival,Length of residency (number of months between first and last capture),nat,boldness,continuous,number of times captured in a season,phenotypic,phenotypic,3,26,54,poisson glmm,,,0,marginal R2,pos,1,0.07169214,,,,,,,,0.005139763,,,,,,,,,,raw data,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,79a,79a,f,m,a,survival,Length of residency (number of months between first and last capture),nat,exploration,continuous,number of different traps captured in throughout season,among,phenotypic,4,26,54,MCMC glmm,,,1,moiron,pos,1,,0.2,,,,,,,,,,,,-0.18,,,,,Moiron et al,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,79a,79a,f,m,a,survival,Length of residency (number of months between first and last capture),nat,exploration,continuous,number of different traps captured in throughout season,phenotypic,phenotypic,4,26,54,poisson glmm,,,0,marginal R2,pos,1,0.05927006,,,,,,,,0.00351294,,,,,,,,,,raw data,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,78a,78a,f,f,a,repro,litter production (yes/no) in a given year,nat,exploration,continuous,number of different traps captured in throughout season,among,among,5,17,34,MCMC glmm,,,1,direct,pos,1,0.33,,,,,,,,,,,,,,,,,,raw data,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,78a,78a,f,f,a,repro,litter production (yes/no) in a given year,nat,exploration,continuous,number of different traps captured in throughout season,within,within,5,17,34,MCMC glmm,,,1,direct,pos,1,0.04,,,,,,,,,,,,,,,,,,raw data,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,78a,78a,f,f,a,repro,litter production (yes/no) in a given year,nat,exploration,continuous,number of different traps captured in throughout season,phenotypic,phenotypic,5,17,34,binomial glmm,,,0,marginal R2,pos,1,0.3566,,,,,,,,0.1271735,0.388631738,0.7049,,,0.4159,,,,,raw data,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,78a,78a,f,f,a,repro,litter production (yes/no) in a given year,nat,boldness,continuous,number of times captured in a season,among,among,6,17,34,MCMC glmm,,,1,direct,pos,1,0.39,,,,,,,,,,,,,,,,,,raw data,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,78a,78a,f,f,a,repro,litter production (yes/no) in a given year,nat,boldness,continuous,number of times captured in a season,within,within,6,17,34,MCMC glmm,,,1,direct,neg,1,-0.06,,,,,,,,,,,,,,,,,,raw data,1,1,,all pops merged,
219,Santicchia,2018,Sciurus vulgaris,eurasian red squirrel,Mammalia,Italy,78a,78a,f,f,a,repro,litter production (yes/no) in a given year,nat,boldness,continuous,number of times captured in a season,phenotypic,phenotypic,6,17,34,binomial glmm,,,0,marginal R2,pos,1,0.2006,,,,,,,,0.04025647,0.223949797,0.4062,,,0.4248,,,,,raw data,1,1,,all pops merged,
220,Santos,2015,Columba livia,pigeon,Aves,Germany,72a,72a,d,b,a,survival,predation by raptors,nat,boldness,continuous,flight initiation distance to the approach of an unfamiliar person,phenotypic,phenotypic,0,27,,Cox proportional hazards model,,,0,d to r,neg,1,-0.2266,,,,,,-2.44,0.015,,-0.465327083,-0.162,0.746,0.969,0.067,0.348142212,,,,Table 2,0,1,,calculated SD (srqt (n) * se) and then d (=beta/SD) and use ES calculator excel file to convert to r. less fearfull (smaller FID) more likely to be predated on,
220,Santos,2015,Columba livia,pigeon,Aves,Germany,72a,72a,d,b,a,survival,predation by raptors,nat,boldness,continuous,ability to escape from a confined space assumed to be a theatening circunmstance,phenotypic,phenotypic,0,27,,Cox proportional hazards model,,,0,d to r,neg,1,-0.2664,,,,,,-2.86,0.004,,-0.552677181,-0.224,0.686,0.932,0.078,0.405299889,,,,Table 2,0,1,,calculated SD (srqt (n) * se) and then d (=beta/SD) and use ES calculator excel file to convert to r. less fearfull (smaller TI) more likely to be predated on ,
220,Santos,2015,Columba livia,pigeon,Aves,Germany,72a,72a,d,b,a,survival,predation by raptors,nat,boldness,continuous,held down for 12s as a predator would do then released and measure time to recover from paralysis ,phenotypic,phenotypic,0,27,,Cox proportional hazards model,,,0,d to r,pos,-1,0.4575,,,,,,2.4,0.016,,0.457522855,0.126,1.023,1.258,0.053,0.275396078,,,,Table 2,0,1,,calculated SD (srqt (n) * se) and then d (=beta/SD) and use ES calculator excel file to convert to r. more fearfull (longer ERT) more likely to be predated on (bolder inviduals had better survival),
220,Santos,2015,Columba livia,pigeon,Aves,Germany,72a,72a,d,b,a,survival,predation by raptors,nat,exploration,continuous,time taken by a bird to start feeding when a new objects were placed in feeder (reversed to reflect neophillia),phenotypic,phenotypic,0,27,,Cox proportional hazards model,,,0,d to r,neg,-1,-0.1786,,,,,,1.9,0.057,,0.363113377,0.1,0.997,1.225,0.053,0.275396078,,,,Table 2,0,1,,calculated SD (srqt (n) * se) and then d (=beta/SD) and use ES calculator excel file to convert to r,
223,Scherer,2017,Pelvicachromis pulcher,cichlid,Actinopterygii,Germany,71a,71a,l,m,a,repro,mate choice (time spent near the preferred male),art,boldness,continuous,avg of total distance moved when exposed to photo of a predator on computer screen over two trials,among,phenotypic,0,45,,LMM,,,0,Eq 10,neg,1,-0.0168,,,,,,,,,-0.033637212,,40.8,521,,,0.869,,,Text 1st sentence 2nd paragraph results,0,1,,"for mate choice data like this one, I calculated OR as = 0.465/0.535, 0.465 being the female preference, then use eq 10 to calculate d",found raw data; need to look at whether variance can be partitioned
224,Scherer,2018,Pelvicachromis pulcher,cichlid,Actinopterygii,Germany,70a,70a,l,m,a,repro,mate choice (time spent near the preferred male),art,aggression,continuous,"sum of all displays in front of a mirror, averaged over both mirror tests",phenotypic,phenotypic,0,35,,LMM,,,0,Eq 10,neg,1,-0.0038,,,,,,,,,-0.007666592,,0.416,0.567,,,0.968503937,,,Text 1st sentence 2nd paragraph results,1,1,,"for mate choice data like this one, I calculated OR as = 0.492/0.508, 0.492 being the female preference, then use eq 10 to calculate d",found raw data; need to look at whether variance can be partitioned
225,Schielzeth,2011,Taeniopygia guttata,zebra finch,Aves,Germany,68a,68a,l,f,a,repro,total fecundity,art,exploration,continuous,average approach score from 2 novel object trials (higher score= closer and/or more time spent with novel object),among,phenotypic,0,119,,GLM,,,0,d to r,pos,1,0.01,,,,,,,0.67,,0.02,,,,0.05,,,,,Text above Neophilia and chick rearing success,0,1,,heritability is provided in the article. Considered overall S to be the same as d. Use ES calculator to calculate r from d. should I extract chick rearing success (cross fostering experiment). What is the level (among or phenotypic),
225,Schielzeth,2011,Taeniopygia guttata,zebra finch,Aves,Germany,69a,69a,l,m,a,repro,fertilization success,art,exploration,continuous,average approach score from 2 novel object trials (higher score= closer and/or more time spent with novel object),among,phenotypic,0,121,,GLM,,,0,d to r,neg,1,-0.05,,,,,,,0.28,,-0.1,,,,0.09,,,,,Text above Neophilia and chick rearing success,0,1,,heritability is provided in the article. Considered overall S to be the same as d. Use ES calculator to calculate r from d,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,66a,66a,f,m,a,repro,number of fledging produced,art,exploration,continuous,NE number of features visited in the novel environment ,phenotypic,phenotypic,0,19,,GLM,15,,0,Eq 2,neg,1,-0.084,,0.109,,,,,,,,-0.06,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,67a,67a,f,f,a,repro,number of fledging produced,art,exploration,continuous,NE number of features visited in the novel environment ,phenotypic,phenotypic,0,19,,GLM,17,,0,Eq 2,neg,1,-0.5242,,6.44,,,,,,,,-0.35,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,66a,66a,f,m,a,repro,number of fledging produced,art,exploration,categorical,entering NE or not entering the novel environment (yes/no),phenotypic,phenotypic,0,19,,GLM with quasi binomial error structures,16,,0,Eq 2,neg,1,-0.5851,,8.33,,,,,,,,-0.92,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,67a,67a,f,f,a,repro,number of fledging produced,art,exploration,categorical,entering NE or not entering the novel environment,phenotypic,phenotypic,0,19,,GLM,14,,0,Eq 2,pos,1,0.0812,,0.093,,,,,,,,0.14,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,66a,66a,f,m,a,repro,number of fledging produced,art,exploration,continuous,latency NO to approach one's nest box that had a novel object placed on top,phenotypic,phenotypic,0,19,,GLM,15,,0,Eq 2,pos,-1,0.3703,,2.383,,,,,,,,0.01,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,67a,67a,f,f,a,repro,number of fledging produced,art,exploration,continuous,latency NO to approach one's nest box that had a novel object placed on top,phenotypic,phenotypic,0,19,,GLM,17,,0,Eq 2,pos,-1,0.0631,,0.068,,,,,,,,0.01,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,66a,66a,f,m,a,repro,number of fledging produced,art,exploration,continuous,No prospects (number of nest prospections),phenotypic,phenotypic,0,19,,GLM,16,,0,Eq 2,pos,1,0.594,,8.72,,,,,,,,-0.07,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
228,Schuett,2012,Corvus monedula,jackdaw,Aves,Finland,67a,67a,f,f,a,repro,number of fledging produced,art,exploration,continuous,No propects (number of nest prospections),phenotypic,phenotypic,0,19,,GLM,15,,0,Eq 2,pos,1,0.4737,,4.34,,,,,,,,-0.04,,,,,,,,Table 2,0,1,,Used F in table 2 to caculate r.,
231,Seltmann,2014,Somateria mollissima,eider duck,Aves,Finland,65a,65a,f,f,a,repro,viable clutch size (number of live duckling),nat,parental care,continuous,distance at which the focal female fled her nest following a standardized approach by an investigator,phenotypic,phenotypic,0,116,131,GLMM with a binomial distribution fitted using laplace estimation,,,0,Eq 10,pos,-1,0.0004,,,,,,,0.38,,-0.00073033,-0.001324,,,0.001605,0.017286379,,,,Table 4,0,1,,"Use Eq 10 to get d from log OR, then use ES calculator",
234,Sih,2014,Aquarius remigis,stream water strider,Insecta,USA,E-102,E-102,w,m,a,repro,mating duration,art,boldness,continuous,tendency to initiate interactions with conspecifics in order to gain mating opportunities,among,phenotypic,0,128,128,GLM,117,,0,Eq 2,pos,1,0.2319,,6.65,,,,,,,,,,,,,,,,table 2,0,1,,,
234,Sih,2014,Aquarius remigis,stream water strider,Insecta,USA,E-102,E-102,w,m,a,repro,mating duration,art,aggression,continuous,tendency to display hyperaggressive behaviour in a social context,phenotypic,phenotypic,0,128,128,GLM,117,,0,Eq 2,neg,1,-0.2715,,9.31,,,,,,,,,,,,,,,,table 2,0,1,,,
234,Sih,2014,Aquarius remigis,stream water strider,Insecta,USA,63a,63a,w,m,a,repro,mating duration,art,aggression,continuous,Hyperaggression,phenotypic,phenotypic,0,128,128,GLM with link function,117,,0,Eq 2,neg,1,-0.2715,,9.31,,,,,<0.01,,,,,,,,,,,Table 2,0,1,,,
234,Sih,2014,Aquarius remigis,stream water strider,Insecta,USA,63a,63a,w,m,a,repro,mating duration,art,aggression,continuous,"Aggressive interactions toward consepcifics, scores from 0 to 3 (a scale is given on p 12)",among,phenotypic,0,128,128,GLM with link function,117,,0,Eq 2,pos,1,0.2319,,6.65,,,,,<0.05,,,,,,,,,,,Table 2,0,1,,Choose to extract only mating duration as a fitness measure as the authors said in the intro that extended copulation duration increases the proportion of eggs fertilized. So this was the most direct measure of fitness (as opposed to the number of females they mated with or how often). ,
235,Sinn,2006,Euprymna tasmanica,dumpling squid,Cephalopoda,Australia,62a,62a,w,f,a,repro,hatching success (percentage of eggs hatched compared to those laid),art,boldness,continuous,retreat vs attack toward a simulated predator,phenotypic,phenotypic,0,22,22,ANOVA,20,,1,direct,neg,1,-0.41,,5.37,,,,,<0.05,,,,,,,,,,,Text p 1443,0,1,,"shyer females produced broods with high hatching success rates, so changed sign",
236,Sinn,2014,Sarcophilus harrissii,tasmanian devil,Mammalia,Australia,61a,61a,l,b,j,survival,recaptured or not the following year,nat,exploration,continuous,boldness score with regards to novel object (the higher the shorter time they took to touch the objects and touched them more frequently),phenotypic,phenotypic,0,19,,binary logistic model,"5,50",,1,direct,pos,1,0.76,,,,,-3.35,,0.02,,,,,,,,,,,text just above discussion,0,1,,bolder individuals had higher survival,
238,Smith,2010,Poecilia reticulata,guppy,Actinopterygii,USA,60a,60a,l,m,a,survival,survival following predation,art,exploration,continuous," number of different areas within the grid a fish used in the OF, the number of different areas used in the novel half of tank and total spent moving in a 5min trial ",phenotypic,phenotypic,0,60,,Cox proportional hazards model,,,0,2x2 contingency,pos,1,0.2795,,,,,,,0.004,,,,,,,,0.831,,,Text above fig 1,0,1,,used frequency table to calculate r,
238,Smith,2010,Poecilia reticulata,guppy,Actinopterygii,USA,60a,60a,l,m,a,survival,survival following predation,art,exploration,continuous,"novel object exploration: latency to approach, number of times a fish approached it and distance it approached it",phenotypic,phenotypic,0,60,,Cox proportional hazards model,,,0,2x2 contingency,pos,1,0.2795,,,,,,,0.053,,,,,,,,0.83,,,Text above fig 1,0,1,,used frequency table to calculate r,
242,Stein,2012,Gasterosteus aculeatus,threespined stickleback,Actinopterygii,USA,121a,121a,w,m,a,repro,clucth size,art,parental care,continuous,number of times the males visited the nest,phenotypic,phenotypic,0,11,,Spearman,,,1,direct,pos,1,0.309,,,,,,,,,,,,,,,,,,text,0,1,,all good,
242,Stein,2012,Gasterosteus aculeatus,threespined stickleback,Actinopterygii,USA,121a,121a,w,m,a,repro,clucth size,art,parental care,continuous,total amount of time the male spent fanning the eggs,phenotypic,phenotypic,0,11,,Spearman,,,1,direct,neg,1,-0.255,,,,,,,,,,,,,,,,,,text,0,1,,all good,
242,Stein,2012,Gasterosteus aculeatus,threespined stickleback,Actinopterygii,USA,121a,121a,w,m,a,repro,clucth size,art,activity,continuous,total number of squares a male moved (distance travelled),phenotypic,phenotypic,0,11,,Spearman,,,1,direct,pos,1,0.418,,,,,,,,,,,,,,,,,,text,0,1,,all good,
243,St Hilaire,2017,Tamias striatus,eastern chipmunk,Mammalia,Canada,57a,57a,f,u,j,survival,"recapture rate (1 if recaptured during at least one trapping period, 0 if never recaptured = dead)",nat,stress,continuous,number of seconds spent immobile in an handling bag for 1min,phenotypic,phenotypic,0,306,,GLM with binomial structure and logit link function ,,,0,d to r,pos,-1,0.0114,,,,,,,0.97,,-0.022866478,-0.06,,,0.15,2.623928353,,,,text below table 2,0,1,,calculated SD (srqt (n) * se) and then d (=beta/SD) and use ES calculator excel file to convert to r. D,
245,Strong,2017,Rangifer tarandus,reindeer,Mammalia,Finland,56a,56a,d,m,a,repro,number of offspring,art,boldness,continuous,"individual propensity to instigate a chase by the dominant male, higher score means males were willing to risk transient mating attemps on guarded females (calculated with BLUPs)",among,phenotypic,0,40,,Linear model with poisson distribution and log link functtion,,,0,d to r,pos,1,0.0788,,,,,,1.69,0.091,,0.158113883,0.01,,,0.01,0.063245553,,,,text below fig 1,0,1,,"calculated SD (srqt (n) * se) and then d (=beta/SD) and use ES calculator excel file to convert to r. Didn't extract FID (flight initiation distance as no estimate, p value or graph were presented (non significant effect on number of calves).",
246,Stuart-Smith,1995,Tamiasciurus hudsonicus,north american red squirrel,Mammalia,Canada,E-167,E-167,f,b,j,survival,survival to end of first summer after bith,nat,boldness,continuous,proportion of observation time individual spent vigilant,phenotypic,phenotypic,0,15,15,logistic regression,1,,0,chi-square,pos,1,0.7431,,,,8.282,,,,,,,,,,,,,,table 1,0,1,,,
246,Stuart-Smith,1995,Tamiasciurus hudsonicus,north american red squirrel,Mammalia,Canada,E-167,E-167,f,b,j,survival,survival to end of first summer after bith,nat,activity,continuous,proportion of observation time individual spent travelling,phenotypic,phenotypic,0,15,15,logistic regression,1,,0,chi-square,neg,1,-0.4383,,,,2.881,,,,,,,,,,,,,,table 1,0,1,,,
